Name,File Name,File
africa,africa.svg,https://wentin.github.io/game-icons/svg/africa.svg
afterburn,afterburn.svg,https://wentin.github.io/game-icons/svg/afterburn.svg
agave,agave.svg,https://wentin.github.io/game-icons/svg/agave.svg
ages,ages.svg,https://wentin.github.io/game-icons/svg/ages.svg
air balloon,air-balloon.svg,https://wentin.github.io/game-icons/svg/air-balloon.svg
air force,air-force.svg,https://wentin.github.io/game-icons/svg/air-force.svg
air zigzag,air-zigzag.svg,https://wentin.github.io/game-icons/svg/air-zigzag.svg
airplane arrival,airplane-arrival.svg,https://wentin.github.io/game-icons/svg/airplane-arrival.svg
airplane departure,airplane-departure.svg,https://wentin.github.io/game-icons/svg/airplane-departure.svg
airplane,airplane.svg,https://wentin.github.io/game-icons/svg/airplane.svg
airtight hatch,airtight-hatch.svg,https://wentin.github.io/game-icons/svg/airtight-hatch.svg
ak47,ak47.svg,https://wentin.github.io/game-icons/svg/ak47.svg
ak47u,ak47u.svg,https://wentin.github.io/game-icons/svg/ak47u.svg
akhet,akhet.svg,https://wentin.github.io/game-icons/svg/akhet.svg
alarm clock,alarm-clock.svg,https://wentin.github.io/game-icons/svg/alarm-clock.svg
algae,algae.svg,https://wentin.github.io/game-icons/svg/algae.svg
algeria,algeria.svg,https://wentin.github.io/game-icons/svg/algeria.svg
alien bug,alien-bug.svg,https://wentin.github.io/game-icons/svg/alien-bug.svg
alien egg,alien-egg.svg,https://wentin.github.io/game-icons/svg/alien-egg.svg
alien fire,alien-fire.svg,https://wentin.github.io/game-icons/svg/alien-fire.svg
alien skull,alien-skull.svg,https://wentin.github.io/game-icons/svg/alien-skull.svg
alien stare,alien-stare.svg,https://wentin.github.io/game-icons/svg/alien-stare.svg
all for one,all-for-one.svg,https://wentin.github.io/game-icons/svg/all-for-one.svg
all seeing eye,all-seeing-eye.svg,https://wentin.github.io/game-icons/svg/all-seeing-eye.svg
allied star,allied-star.svg,https://wentin.github.io/game-icons/svg/allied-star.svg
alligator clip,alligator-clip.svg,https://wentin.github.io/game-icons/svg/alligator-clip.svg
almond,almond.svg,https://wentin.github.io/game-icons/svg/almond.svg
amber mosquito,amber-mosquito.svg,https://wentin.github.io/game-icons/svg/amber-mosquito.svg
ambulance,ambulance.svg,https://wentin.github.io/game-icons/svg/ambulance.svg
american football ball,american-football-ball.svg,https://wentin.github.io/game-icons/svg/american-football-ball.svg
american football helmet,american-football-helmet.svg,https://wentin.github.io/game-icons/svg/american-football-helmet.svg
american football player,american-football-player.svg,https://wentin.github.io/game-icons/svg/american-football-player.svg
american shield,american-shield.svg,https://wentin.github.io/game-icons/svg/american-shield.svg
amethyst,amethyst.svg,https://wentin.github.io/game-icons/svg/amethyst.svg
ammo box,ammo-box.svg,https://wentin.github.io/game-icons/svg/ammo-box.svg
ammonite fossil,ammonite-fossil.svg,https://wentin.github.io/game-icons/svg/ammonite-fossil.svg
ammonite,ammonite.svg,https://wentin.github.io/game-icons/svg/ammonite.svg
amphora,amphora.svg,https://wentin.github.io/game-icons/svg/amphora.svg
ample dress,ample-dress.svg,https://wentin.github.io/game-icons/svg/ample-dress.svg
amplitude,amplitude.svg,https://wentin.github.io/game-icons/svg/amplitude.svg
amputation,amputation.svg,https://wentin.github.io/game-icons/svg/amputation.svg
anarchy,anarchy.svg,https://wentin.github.io/game-icons/svg/anarchy.svg
anatomy,anatomy.svg,https://wentin.github.io/game-icons/svg/anatomy.svg
anchor,anchor.svg,https://wentin.github.io/game-icons/svg/anchor.svg
ancient columns,ancient-columns.svg,https://wentin.github.io/game-icons/svg/ancient-columns.svg
ancient ruins,ancient-ruins.svg,https://wentin.github.io/game-icons/svg/ancient-ruins.svg
ancient screw,ancient-screw.svg,https://wentin.github.io/game-icons/svg/ancient-screw.svg
ancient sword,ancient-sword.svg,https://wentin.github.io/game-icons/svg/ancient-sword.svg
android mask,android-mask.svg,https://wentin.github.io/game-icons/svg/android-mask.svg
andromeda chain,andromeda-chain.svg,https://wentin.github.io/game-icons/svg/andromeda-chain.svg
angel outfit,angel-outfit.svg,https://wentin.github.io/game-icons/svg/angel-outfit.svg
angel wings,angel-wings.svg,https://wentin.github.io/game-icons/svg/angel-wings.svg
angler fish,angler-fish.svg,https://wentin.github.io/game-icons/svg/angler-fish.svg
angola,angola.svg,https://wentin.github.io/game-icons/svg/angola.svg
angry eyes,angry-eyes.svg,https://wentin.github.io/game-icons/svg/angry-eyes.svg
angular spider,angular-spider.svg,https://wentin.github.io/game-icons/svg/angular-spider.svg
animal hide,animal-hide.svg,https://wentin.github.io/game-icons/svg/animal-hide.svg
animal skull,animal-skull.svg,https://wentin.github.io/game-icons/svg/animal-skull.svg
ankh,ankh.svg,https://wentin.github.io/game-icons/svg/ankh.svg
annexation,annexation.svg,https://wentin.github.io/game-icons/svg/annexation.svg
ant,ant.svg,https://wentin.github.io/game-icons/svg/ant.svg
antarctica,antarctica.svg,https://wentin.github.io/game-icons/svg/antarctica.svg
anthem,anthem.svg,https://wentin.github.io/game-icons/svg/anthem.svg
anti aircraft gun,anti-aircraft-gun.svg,https://wentin.github.io/game-icons/svg/anti-aircraft-gun.svg
antibody,antibody.svg,https://wentin.github.io/game-icons/svg/antibody.svg
anticlockwise rotation,anticlockwise-rotation.svg,https://wentin.github.io/game-icons/svg/anticlockwise-rotation.svg
ants,ants.svg,https://wentin.github.io/game-icons/svg/ants.svg
anubis,anubis.svg,https://wentin.github.io/game-icons/svg/anubis.svg
anvil impact,anvil-impact.svg,https://wentin.github.io/game-icons/svg/anvil-impact.svg
anvil,anvil.svg,https://wentin.github.io/game-icons/svg/anvil.svg
apc,apc.svg,https://wentin.github.io/game-icons/svg/apc.svg
apollo capsule,apollo-capsule.svg,https://wentin.github.io/game-icons/svg/apollo-capsule.svg
apothecary,apothecary.svg,https://wentin.github.io/game-icons/svg/apothecary.svg
apple core,apple-core.svg,https://wentin.github.io/game-icons/svg/apple-core.svg
apple maggot,apple-maggot.svg,https://wentin.github.io/game-icons/svg/apple-maggot.svg
apple seeds,apple-seeds.svg,https://wentin.github.io/game-icons/svg/apple-seeds.svg
aquarium,aquarium.svg,https://wentin.github.io/game-icons/svg/aquarium.svg
aquarius,aquarius.svg,https://wentin.github.io/game-icons/svg/aquarius.svg
aqueduct,aqueduct.svg,https://wentin.github.io/game-icons/svg/aqueduct.svg
arabic door,arabic-door.svg,https://wentin.github.io/game-icons/svg/arabic-door.svg
arc triomphe,arc-triomphe.svg,https://wentin.github.io/game-icons/svg/arc-triomphe.svg
arch bridge,arch-bridge.svg,https://wentin.github.io/game-icons/svg/arch-bridge.svg
archer,archer.svg,https://wentin.github.io/game-icons/svg/archer.svg
archery target,archery-target.svg,https://wentin.github.io/game-icons/svg/archery-target.svg
architect mask,architect-mask.svg,https://wentin.github.io/game-icons/svg/architect-mask.svg
archive research,archive-research.svg,https://wentin.github.io/game-icons/svg/archive-research.svg
arcing bolt,arcing-bolt.svg,https://wentin.github.io/game-icons/svg/arcing-bolt.svg
arena,arena.svg,https://wentin.github.io/game-icons/svg/arena.svg
aries,aries.svg,https://wentin.github.io/game-icons/svg/aries.svg
arm bandage,arm-bandage.svg,https://wentin.github.io/game-icons/svg/arm-bandage.svg
arm sling,arm-sling.svg,https://wentin.github.io/game-icons/svg/arm-sling.svg
arm,arm.svg,https://wentin.github.io/game-icons/svg/arm.svg
armadillo tail,armadillo-tail.svg,https://wentin.github.io/game-icons/svg/armadillo-tail.svg
armadillo,armadillo.svg,https://wentin.github.io/game-icons/svg/armadillo.svg
armor downgrade,armor-downgrade.svg,https://wentin.github.io/game-icons/svg/armor-downgrade.svg
armor punch,armor-punch.svg,https://wentin.github.io/game-icons/svg/armor-punch.svg
armor upgrade,armor-upgrade.svg,https://wentin.github.io/game-icons/svg/armor-upgrade.svg
armor vest,armor-vest.svg,https://wentin.github.io/game-icons/svg/armor-vest.svg
armored boomerang,armored-boomerang.svg,https://wentin.github.io/game-icons/svg/armored-boomerang.svg
armored pants,armored-pants.svg,https://wentin.github.io/game-icons/svg/armored-pants.svg
armoured shell,armoured-shell.svg,https://wentin.github.io/game-icons/svg/armoured-shell.svg
arrest,arrest.svg,https://wentin.github.io/game-icons/svg/arrest.svg
arrow cluster,arrow-cluster.svg,https://wentin.github.io/game-icons/svg/arrow-cluster.svg
arrow cursor,arrow-cursor.svg,https://wentin.github.io/game-icons/svg/arrow-cursor.svg
arrow down,arrow-down.svg,https://wentin.github.io/game-icons/svg/arrow-down.svg
arrow dunk,arrow-dunk.svg,https://wentin.github.io/game-icons/svg/arrow-dunk.svg
arrow flights,arrow-flights.svg,https://wentin.github.io/game-icons/svg/arrow-flights.svg
arrow scope,arrow-scope.svg,https://wentin.github.io/game-icons/svg/arrow-scope.svg
arrow up,arrow-up.svg,https://wentin.github.io/game-icons/svg/arrow-up.svg
arrow wings,arrow-wings.svg,https://wentin.github.io/game-icons/svg/arrow-wings.svg
arrowed,arrowed.svg,https://wentin.github.io/game-icons/svg/arrowed.svg
arrowhead,arrowhead.svg,https://wentin.github.io/game-icons/svg/arrowhead.svg
arrows shield,arrows-shield.svg,https://wentin.github.io/game-icons/svg/arrows-shield.svg
arson,arson.svg,https://wentin.github.io/game-icons/svg/arson.svg
artificial hive,artificial-hive.svg,https://wentin.github.io/game-icons/svg/artificial-hive.svg
artificial intelligence,artificial-intelligence.svg,https://wentin.github.io/game-icons/svg/artificial-intelligence.svg
artillery shell,artillery-shell.svg,https://wentin.github.io/game-icons/svg/artillery-shell.svg
ascending block,ascending-block.svg,https://wentin.github.io/game-icons/svg/ascending-block.svg
asian lantern,asian-lantern.svg,https://wentin.github.io/game-icons/svg/asian-lantern.svg
asparagus,asparagus.svg,https://wentin.github.io/game-icons/svg/asparagus.svg
aspergillum,aspergillum.svg,https://wentin.github.io/game-icons/svg/aspergillum.svg
assassin pocket,assassin-pocket.svg,https://wentin.github.io/game-icons/svg/assassin-pocket.svg
asteroid,asteroid.svg,https://wentin.github.io/game-icons/svg/asteroid.svg
astronaut helmet,astronaut-helmet.svg,https://wentin.github.io/game-icons/svg/astronaut-helmet.svg
at sea,at-sea.svg,https://wentin.github.io/game-icons/svg/at-sea.svg
atlas,atlas.svg,https://wentin.github.io/game-icons/svg/atlas.svg
atom core,atom-core.svg,https://wentin.github.io/game-icons/svg/atom-core.svg
atom,atom.svg,https://wentin.github.io/game-icons/svg/atom.svg
atomic slashes,atomic-slashes.svg,https://wentin.github.io/game-icons/svg/atomic-slashes.svg
attached shield,attached-shield.svg,https://wentin.github.io/game-icons/svg/attached-shield.svg
aubergine,aubergine.svg,https://wentin.github.io/game-icons/svg/aubergine.svg
audio cassette,audio-cassette.svg,https://wentin.github.io/game-icons/svg/audio-cassette.svg
aura,aura.svg,https://wentin.github.io/game-icons/svg/aura.svg
australia,australia.svg,https://wentin.github.io/game-icons/svg/australia.svg
auto repair,auto-repair.svg,https://wentin.github.io/game-icons/svg/auto-repair.svg
autogun,autogun.svg,https://wentin.github.io/game-icons/svg/autogun.svg
automatic sas,automatic-sas.svg,https://wentin.github.io/game-icons/svg/automatic-sas.svg
avocado,avocado.svg,https://wentin.github.io/game-icons/svg/avocado.svg
avoidance,avoidance.svg,https://wentin.github.io/game-icons/svg/avoidance.svg
awareness,awareness.svg,https://wentin.github.io/game-icons/svg/awareness.svg
axe in log,axe-in-log.svg,https://wentin.github.io/game-icons/svg/axe-in-log.svg
axe in stump,axe-in-stump.svg,https://wentin.github.io/game-icons/svg/axe-in-stump.svg
axe swing,axe-swing.svg,https://wentin.github.io/game-icons/svg/axe-swing.svg
axe sword,axe-sword.svg,https://wentin.github.io/game-icons/svg/axe-sword.svg
azul flake,azul-flake.svg,https://wentin.github.io/game-icons/svg/azul-flake.svg
baby bottle,baby-bottle.svg,https://wentin.github.io/game-icons/svg/baby-bottle.svg
baby face,baby-face.svg,https://wentin.github.io/game-icons/svg/baby-face.svg
babyfoot players,babyfoot-players.svg,https://wentin.github.io/game-icons/svg/babyfoot-players.svg
back forth,back-forth.svg,https://wentin.github.io/game-icons/svg/back-forth.svg
back pain,back-pain.svg,https://wentin.github.io/game-icons/svg/back-pain.svg
backbone shell,backbone-shell.svg,https://wentin.github.io/game-icons/svg/backbone-shell.svg
backgammon,backgammon.svg,https://wentin.github.io/game-icons/svg/backgammon.svg
backpack,backpack.svg,https://wentin.github.io/game-icons/svg/backpack.svg
backstab,backstab.svg,https://wentin.github.io/game-icons/svg/backstab.svg
backup,backup.svg,https://wentin.github.io/game-icons/svg/backup.svg
backward time,backward-time.svg,https://wentin.github.io/game-icons/svg/backward-time.svg
bacon,bacon.svg,https://wentin.github.io/game-icons/svg/bacon.svg
bad breath,bad-breath.svg,https://wentin.github.io/game-icons/svg/bad-breath.svg
bad gnome,bad-gnome.svg,https://wentin.github.io/game-icons/svg/bad-gnome.svg
balaclava,balaclava.svg,https://wentin.github.io/game-icons/svg/balaclava.svg
balkenkreuz,balkenkreuz.svg,https://wentin.github.io/game-icons/svg/balkenkreuz.svg
ball glow,ball-glow.svg,https://wentin.github.io/game-icons/svg/ball-glow.svg
ball heart,ball-heart.svg,https://wentin.github.io/game-icons/svg/ball-heart.svg
ball pyramid,ball-pyramid.svg,https://wentin.github.io/game-icons/svg/ball-pyramid.svg
ballerina shoes,ballerina-shoes.svg,https://wentin.github.io/game-icons/svg/ballerina-shoes.svg
ballista,ballista.svg,https://wentin.github.io/game-icons/svg/ballista.svg
balloon dog,balloon-dog.svg,https://wentin.github.io/game-icons/svg/balloon-dog.svg
balloons,balloons.svg,https://wentin.github.io/game-icons/svg/balloons.svg
bamboo fountain,bamboo-fountain.svg,https://wentin.github.io/game-icons/svg/bamboo-fountain.svg
bamboo,bamboo.svg,https://wentin.github.io/game-icons/svg/bamboo.svg
banana bunch,banana-bunch.svg,https://wentin.github.io/game-icons/svg/banana-bunch.svg
banana peel,banana-peel.svg,https://wentin.github.io/game-icons/svg/banana-peel.svg
banana peeled,banana-peeled.svg,https://wentin.github.io/game-icons/svg/banana-peeled.svg
banana,banana.svg,https://wentin.github.io/game-icons/svg/banana.svg
bandage roll,bandage-roll.svg,https://wentin.github.io/game-icons/svg/bandage-roll.svg
bandaged,bandaged.svg,https://wentin.github.io/game-icons/svg/bandaged.svg
bandit,bandit.svg,https://wentin.github.io/game-icons/svg/bandit.svg
banging gavel,banging-gavel.svg,https://wentin.github.io/game-icons/svg/banging-gavel.svg
bank,bank.svg,https://wentin.github.io/game-icons/svg/bank.svg
banknote,banknote.svg,https://wentin.github.io/game-icons/svg/banknote.svg
barbarian,barbarian.svg,https://wentin.github.io/game-icons/svg/barbarian.svg
barbecue,barbecue.svg,https://wentin.github.io/game-icons/svg/barbecue.svg
barbed arrow,barbed-arrow.svg,https://wentin.github.io/game-icons/svg/barbed-arrow.svg
barbed coil,barbed-coil.svg,https://wentin.github.io/game-icons/svg/barbed-coil.svg
barbed nails,barbed-nails.svg,https://wentin.github.io/game-icons/svg/barbed-nails.svg
barbed spear,barbed-spear.svg,https://wentin.github.io/game-icons/svg/barbed-spear.svg
barbed star,barbed-star.svg,https://wentin.github.io/game-icons/svg/barbed-star.svg
barbed sun,barbed-sun.svg,https://wentin.github.io/game-icons/svg/barbed-sun.svg
barbed wire,barbed-wire.svg,https://wentin.github.io/game-icons/svg/barbed-wire.svg
barbute,barbute.svg,https://wentin.github.io/game-icons/svg/barbute.svg
barefoot,barefoot.svg,https://wentin.github.io/game-icons/svg/barefoot.svg
barn,barn.svg,https://wentin.github.io/game-icons/svg/barn.svg
barracks tent,barracks-tent.svg,https://wentin.github.io/game-icons/svg/barracks-tent.svg
barracks,barracks.svg,https://wentin.github.io/game-icons/svg/barracks.svg
barrel leak,barrel-leak.svg,https://wentin.github.io/game-icons/svg/barrel-leak.svg
barrel,barrel.svg,https://wentin.github.io/game-icons/svg/barrel.svg
barricade,barricade.svg,https://wentin.github.io/game-icons/svg/barricade.svg
barrier,barrier.svg,https://wentin.github.io/game-icons/svg/barrier.svg
baseball bat,baseball-bat.svg,https://wentin.github.io/game-icons/svg/baseball-bat.svg
baseball glove,baseball-glove.svg,https://wentin.github.io/game-icons/svg/baseball-glove.svg
